YearsExperience,Salary
4.77,49568.46
4.15,41423.58
6.75,64412.36
9.25,89704.42
6.9,70105.61
6.04,56555.75
7.19,72388.53
7.34,72216.74
4.38,39240.47
4.68,47695.09
8.59,84509.35
3.97,43097.65
2.35,24118.03
7.4,82518.01
6.83,71260.79
2.67,25228.64
4.72,41959.23
6.76,70766.24
4.87,49259.95
4.69,50858.4
5.9,56769.79
2.21,20598.4
4.81,37910.87
2.39,23596.91
7.64,77695.42
3.37,34443.59
3.35,30497.92
7.05,65103.49
1.73,18545.73
6.61,60947.53
6.37,64374.57
7.28,69893.54
4.78,39630.85
4.86,42795.7
4.1,42393.63
5.8,56012.69
1.94,18440.48
5.02,50549.25
5.9,58500.79
5.79,65517.15
9.44,98139.99
3.48,30654.29
5.92,59533.85
4.61,40277.73
2.42,17079.73
5.17,45328.27
5.99,67806.13
7.66,67401.16
4.86,50347.28
5.62,54131.09
4.64,43426.84
4.75,46081.82
6.65,73777.48
3.16,33927.6
6.27,61297.58
5.48,60087.71
7.5,76538.69
7.35,73771.7
5.7,62130.16
5.4,55262.51
5.02,47971.6
2.76,17540.8
4.87,53421.83
6.59,75850.9
4.82,43245.36
2.71,30229.24
8.7,84415.46
5.47,51062.39
6.07,65261.47
7.42,73646.24
4.51,48479.42
5.03,45763.31
5.88,47527.89
4.56,42182.35
5.56,62271.94
4.4,36274.51
6.51,63445.01
2.05,29176.6
-0.77,-6765.95
8.04,83571.66
5.72,57816.21
6.55,68141.72
3.07,34820.04
5.06,43489.3
4.32,36900.43
5.16,54103.36
2.41,27748.1
5.88,59037.84
6.8,70361.78
7.3,70360.11
6.52,71559.7
5.27,50231.59
4.12,34521.34
0.47,8308.78
1.82,17710.59
6.88,67385.26
4.43,36782.52
3.7,38275.2
3.73,34972.52
9.01,88058.38
4.15,44269.44
1.83,15946.84
5.41,49104.66
5.57,67561.86
4.14,33024.7
8.8,91697.57
5.74,63323.38
4.2,44005.54
1.82,19967.31
4.09,33579.35
4.14,43862.87
5.01,42769.12
7.68,78300.52
5.5,53994.37
1.01,9528.92
5.62,57569.68
4.93,42812.2
6.87,65468.03
4.85,54513.29
5.36,56198.53
2.86,30258.37
3.62,36914.64
6.21,61875.1
-0.54,4013.63
3.15,26547.47
3.19,40005.83
4.43,37686.62
5.04,58504.48
3.08,27417.92
5.78,58746.08
5.74,55310.53
3.94,35238.96
10.77,118164.56
5.99,54113.64
4.34,41293.83
6.39,56701.03
8.31,81712.78
3.26,33524.01
6.02,58927.3
3.29,31406.19
4.05,38991.21
4.47,39619.1
5.46,47360.86
6.75,66677.63
4.85,55323.32
3.5,36069.89
4.54,52546.44
2.67,35407.89
2.88,34100.6
5.88,57542.41
5.28,60324.72
6.72,69152.36
5.91,58291.96
2.96,25718.44
4.08,40152.13
5.2,55243.47
8.67,80843.54
4.61,49529.54
7.12,71799.06
3.33,30832.8
5.72,50247.94
5.87,50006.14
6.41,62772.85
7.16,68037.97
0.83,11231.64
6.16,63480.38
6.23,66450.64
6.79,66755.99
2.1,19849.68
2.38,24538.35
1.07,9632.99
3.04,35753.84
6.68,70671.55
8.09,80289.06
7.06,79441.21
5.0,41408.97
7.81,80325.41
7.54,77843.75
4.33,47120.02
3.34,28211.36
6.87,70384.74
6.95,68928.77
5.51,55686.99
2.5,21034.85
7.67,70290.2
3.02,35738.39
7.98,77033.86
0.82,13262.57
3.59,37954.94
10.07,103625.8
4.28,46101.33
2.02,20174.72
5.38,51865.4
8.31,85031.04
3.8,36965.06
5.24,53061.59
4.62,52638.23
6.37,66317.8
5.43,49337.64
9.6,97604.61
3.42,30804.69
3.71,43782.96
1.75,28593.83
4.86,46207.37
7.02,73197.45
4.33,47157.76
2.94,40372.5
6.8,66644.78
4.14,41251.08
4.21,40413.36
3.99,42440.83
3.5,26675.83
6.43,61021.69
1.88,16227.38
4.8,47346.11
5.56,64910.77
6.79,70928.03
7.12,72665.25
10.15,106818.82
2.93,34464.95
6.66,71195.56
3.34,33528.86
0.64,485.67
4.64,43682.02
6.86,65961.69
5.92,65950.13
4.35,47427.74
6.05,48606.54
2.97,27584.38
7.41,73282.45
3.48,33341.8
7.08,76842.28
5.35,52228.87
-1.36,-12919.34
6.94,71575.46
6.91,73453.26
5.33,50804.52
4.77,45796.02
3.19,29813.33
4.62,43500.19
2.85,33355.02
6.82,61380.59
2.86,30614.32
6.78,65453.71
8.95,89219.09
5.22,54313.98
6.28,63718.97
4.82,48506.95
6.75,70438.39
3.98,39921.72
7.31,75900.82
3.0,29756.43
5.59,52956.7
4.68,47056.37
3.88,42920.36
6.49,58295.5
5.94,54483.55
7.16,68251.7
7.57,73394.8
3.91,36407.72
4.39,39636.18
4.03,39663.8
6.48,67614.04
7.71,74911.42
6.41,70603.42
4.65,51676.1
5.72,60048.15
6.6,66634.83
2.71,27391.03
1.78,19460.18
6.45,65485.49
7.62,75690.37
3.56,30940.06
3.17,29140.51
2.01,24580.77
3.06,28498.18
7.7,91054.17
5.39,58296.15
4.85,44912.0
2.86,16217.06
4.83,48492.51
1.65,11242.56
4.54,45245.54
3.9,38973.26
0.66,1646.4
6.22,59584.14
3.25,34536.18
6.02,54984.0
4.88,45530.53
3.38,38812.27
4.04,36348.51
6.25,60918.82
7.15,81822.3
4.26,40500.96
7.51,71751.57
2.6,32258.45
8.45,87276.79
3.14,40588.42
2.04,22483.56
6.76,60854.16
5.7,54729.08
6.81,66075.18
6.9,71590.53
3.93,40401.79
6.12,58136.63
3.6,32640.18
1.34,4993.73
4.82,42676.76
9.39,98121.72
4.04,44229.23
4.05,48073.83
4.59,35757.61
6.44,73922.29
6.79,69379.85
4.06,38677.32
6.83,80326.79
9.11,86405.31
6.71,69372.18
4.52,55177.12
6.43,72118.65
9.13,91953.83
5.31,47070.75
3.52,28425.0
8.52,80206.56
4.2,39269.02
-0.97,-7147.27
3.52,32021.47
8.96,84801.03
4.74,52112.43
6.61,62278.32
6.66,63062.43
10.53,110385.96
6.22,61092.32
8.14,88407.26
6.43,61283.01
2.42,22579.56
6.74,72665.77
0.73,10601.13
5.17,44023.95
3.15,36632.24
2.15,29569.13
6.38,72243.37
4.57,48424.94
3.17,30598.41
3.53,32498.15
3.36,33739.2
5.15,46629.15
3.9,38868.91
4.93,43984.12
2.81,23288.38
4.81,36028.43
6.51,65616.96
2.58,25957.32
2.92,29919.8
4.94,52503.98
2.19,19027.65
5.88,61107.99
2.11,21147.73
5.1,49509.77
4.64,44381.66
5.5,57019.24
3.48,31570.7
2.62,24328.39
3.37,32894.29
3.54,41718.04
2.37,23563.27
6.68,68610.7
6.59,59720.45
5.91,60659.43
6.77,74976.51
5.03,45336.34
4.54,41947.24
2.96,31424.17
4.41,41082.29
4.86,58714.63
4.29,42659.96
8.45,84729.97
1.58,12931.41
6.12,67657.84
6.17,63613.31
2.52,31579.22
6.84,66933.51
2.09,20125.31
3.05,28919.4
7.58,84099.94
4.84,50956.18
6.26,63030.0
4.0,46140.92
10.35,104041.82
5.31,52943.34
6.26,60522.93
5.33,54863.63
3.88,38667.71
4.09,41181.95
6.35,68581.98
2.72,31410.83
3.13,23095.01
4.9,49402.99
5.14,59979.71
4.24,38861.64
5.69,56717.95
4.61,49181.0
3.88,42115.97
2.62,26931.86
5.17,52558.19
6.93,72581.74
3.08,33040.85
3.89,41910.8
2.57,15817.02
6.83,68601.52
8.11,88376.52
6.78,64841.86
3.51,36576.76
0.82,11233.72
3.73,43076.86
4.91,51110.27
1.81,11229.24
2.54,22842.24
3.34,35675.31
0.9,6227.01
6.74,74133.65
5.9,56144.94
3.8,36298.6
3.74,27658.55
3.03,36113.55
3.84,35848.44
5.43,51478.19
6.83,68529.63
3.68,42583.2
6.47,63805.25
4.62,50391.63
6.35,61309.53
6.84,70673.4
7.27,73900.36
6.24,58397.76
5.58,58980.87
6.09,62784.4
2.75,31929.58
5.86,57256.5
4.46,43514.54
4.03,43237.78
4.63,46976.0
5.69,63299.41
3.87,34700.73
5.42,61671.48
4.07,40280.98
4.59,46213.22
3.51,34963.12
2.8,30733.09
8.63,83922.0
5.86,60956.39
6.59,62889.67
6.86,64602.47
6.58,53154.91
5.1,41952.79
5.94,60602.69
7.61,78018.91
3.05,32086.33
6.29,71130.84
4.82,52347.95
4.26,38648.14
6.6,64575.97
6.09,62643.6
4.89,49947.15
4.93,52667.11
0.35,3722.71
8.26,84865.45
2.95,29708.26
5.36,51677.18
2.25,24593.11
6.3,62598.75
3.5,38879.64
0.84,12444.47
2.34,26068.08
6.22,59232.83
5.63,53177.87
6.58,72331.03
7.34,78040.55
3.21,24894.21
5.59,58808.32
5.55,46185.13
1.91,24955.2
6.67,70223.0
4.97,50292.11
4.75,49251.79
6.05,52504.28
7.57,66381.6
6.14,57017.39
4.79,55477.07
4.5,42832.22
6.07,65606.16
5.5,48705.32
5.75,61196.57
8.11,83780.73
7.15,70582.35
2.53,28302.37
6.1,57435.12
0.74,13538.81
3.29,29090.95
3.79,43159.42
9.05,89162.09
1.67,12821.48
1.56,20792.26
7.11,84409.49
2.96,36863.2
0.31,-1800.49
4.73,47047.35
1.93,17130.95
5.35,51303.92
4.59,48545.64
4.2,43480.51
7.3,72470.96
4.42,50962.92
6.93,68679.56
1.13,4848.7
4.3,33669.28
5.83,55357.95
5.37,47061.38
3.19,37103.87
4.83,59613.12
5.62,59576.9
3.54,33092.05
1.4,5557.71
5.52,54025.4
4.25,41163.8
7.5,77994.51
3.18,47926.15
3.77,34069.84
7.07,67175.19
6.84,72804.1
9.71,98095.46
5.6,58480.43
4.53,39157.51
6.2,65186.79
2.91,27312.07
3.66,35174.23
5.14,45828.27
7.74,78162.18
6.7,56351.53
4.56,45518.58
4.85,50770.04
9.35,96088.39
3.75,44179.71
5.85,59085.79
-2.37,-27359.1
7.84,74984.78
5.29,51312.89
6.4,64108.26
5.39,53584.82
4.75,43234.32
2.58,27939.36
6.62,70604.9
6.45,55675.51
8.97,91792.31
4.19,44666.42
4.07,45826.0
5.57,59299.08
5.96,53103.85
2.21,15876.56
5.39,58749.18
5.41,56643.51
1.06,19872.08
6.78,70932.55
4.02,43757.0
7.39,73387.73
2.37,27193.9
6.16,65942.64
6.53,65807.57
1.65,11013.01
5.24,49956.42
2.98,30106.18
5.76,60622.25
7.56,72742.3
7.19,73610.92
5.8,58336.41
5.91,62182.16
9.27,90898.93
9.24,101241.16
6.41,59330.19
9.03,92686.86
6.26,57052.25
5.82,65253.26
4.59,53057.51
3.66,34119.25
3.19,29354.29
6.28,70611.62
7.45,65977.67
11.59,113863.65
3.18,24616.82
5.25,45119.72
4.22,41954.92
6.34,57433.07
4.49,44621.56
9.75,96768.14
5.45,50760.56
3.18,31234.51
3.36,34406.42
0.16,-6083.76
2.48,30462.17
4.91,43043.73
2.01,18058.55
5.29,48305.44
2.79,28619.58
7.01,70570.38
5.33,56870.06
2.6,33174.78
0.65,-1972.99
-0.18,4337.0
5.54,55319.12
3.76,40583.84
7.42,69353.28
8.22,81396.15
1.65,17461.72
7.06,77787.9
4.48,47163.2
6.92,62190.35
4.84,49780.75
2.34,30607.47
4.57,42993.34
4.35,46022.16
6.19,63879.83
3.9,37707.71
9.73,98724.79
8.36,85119.55
2.5,20055.97
3.18,34358.78
5.4,50759.57
4.02,49497.4
4.89,59004.59
5.97,56121.53
7.96,75178.5
2.56,30850.54
7.33,71506.34
1.14,13494.41
2.9,26101.94
4.99,46049.96
0.37,7036.29
5.55,49030.61
3.09,37934.17
4.72,55386.45
7.22,80479.47
7.88,74889.51
5.63,54134.97
6.09,52000.47
7.6,80473.37
2.63,25464.86
5.14,49564.82
7.13,71672.86
2.59,17145.87
4.35,37567.91
7.66,79206.76
5.38,58650.97
7.16,65162.78
3.9,38697.48
5.48,54067.39
3.64,34930.02
5.32,48065.44
2.68,36164.02
7.65,78015.31
6.49,66919.8
2.13,18670.14
3.41,37591.82
3.19,33572.15
6.02,66305.61
6.28,66024.0
4.94,45740.97
3.59,46602.19
3.43,47297.45
3.26,34745.19
2.66,28415.38
1.82,11708.76
4.03,38222.06
4.1,30476.37
6.45,59378.39
9.59,97003.28
5.35,53258.84
9.59,93477.39
5.73,54114.01
3.2,34007.68
6.78,69230.0
3.41,28489.69
5.38,55475.09
5.21,52377.64
-1.06,-19176.62
2.58,27374.01
0.93,5154.8
4.15,45887.32
0.36,-3909.56
6.58,64642.63
4.37,45390.69
2.93,30319.96
4.26,49433.86
3.67,32557.16
3.16,42809.26
5.08,54274.0
5.61,63040.48
7.21,76295.72
4.35,43285.76
6.7,66760.51
3.28,29444.28
2.58,28075.44
0.75,2236.44
3.58,40055.27
3.02,22631.66
6.0,63071.11
5.68,56011.64
5.8,58807.22
3.78,36106.45
5.22,53548.65
5.54,49337.75
6.52,63907.38
4.04,35919.67
2.08,17796.74
7.86,78304.48
3.73,34334.27
3.16,22899.84
4.7,42811.06
4.62,39287.08
0.51,-2103.9
3.59,37044.0
3.49,28779.31
3.1,39777.88
5.7,63649.92
4.61,47703.95
4.95,47351.93
4.01,34789.58
4.37,47148.55
4.46,51288.88
11.14,115211.43
6.16,65326.2
4.33,39676.55
3.47,38732.2
5.77,46794.71
2.8,23425.35
3.59,42809.02
4.05,43319.47
7.89,73504.86
5.48,55402.12
5.88,50516.35
7.04,69912.85
5.75,53395.83
5.74,59235.54
6.22,63425.7
4.53,48165.87
7.51,76380.79
4.06,44062.35
4.56,39039.02
4.08,37851.96
7.19,72515.01
5.31,66454.79
3.73,34145.36
6.07,52823.8
6.64,65430.25
4.94,51130.44
4.68,57098.55
3.59,28255.35
5.84,66576.05
8.62,88831.59
3.06,39590.15
3.18,30574.19
2.67,18478.85
9.33,90715.83
3.93,39792.6
2.42,35462.82
5.42,55933.85
8.99,86064.56
7.81,79468.99
5.47,42401.1
0.33,-4360.31
7.44,77007.97
7.07,72005.52
-0.66,-11113.49
4.78,48114.47
6.97,69016.53
5.61,54893.23
4.47,45222.71
3.15,36451.61
5.01,57872.23
4.63,38125.65
5.93,66139.61
3.06,25657.4
6.34,54792.54
0.22,874.73
1.09,7774.06
7.77,74889.34
5.13,57770.41
0.48,5574.73
3.59,30460.93
3.67,38212.96
4.52,47512.88
3.83,37032.33
2.56,30295.27
3.18,33610.08
8.27,77319.25
2.55,34244.47
2.09,21690.17
10.0,99314.96
6.95,68235.77
2.3,21954.04
5.91,62845.65
4.07,41806.4
5.24,57647.96
2.83,30139.0
2.23,29224.95
4.85,43784.28
4.06,35501.11
2.84,40550.38
6.16,59413.49
3.85,37925.29
7.29,75010.87
6.15,61297.83
5.79,57092.87
8.28,81690.63
4.96,46090.24
5.11,48966.32
2.88,18968.85
4.12,49023.09
5.22,46390.75
3.67,31709.71
5.69,61810.43
4.09,40036.88
6.12,68620.45
4.3,47116.96
4.39,47479.23
4.91,44670.86
4.51,44681.7
1.53,7819.56
6.18,61787.9
8.48,79561.06
3.32,27546.11
7.14,64531.15
5.01,47993.71
4.64,57184.18
6.86,68470.74
5.66,52435.14
6.65,67015.53
5.65,53991.45
2.85,20885.47
6.05,56568.89
4.96,53055.98
5.12,55547.31
4.35,46137.32
7.11,67028.66
1.84,12521.74
5.2,59623.4
0.24,6269.86
1.8,16986.91
4.02,41593.33
2.84,27232.03
6.23,65184.57
8.27,75212.45
4.31,50390.74
5.44,56561.05
7.83,76925.08
3.61,28017.14
5.54,51670.98
4.88,59092.41
6.82,81560.96
3.59,25790.96
5.61,45239.04
1.91,18233.94
7.01,67812.86
4.63,51023.16
8.87,89173.65
2.36,23549.88
4.1,48503.44
10.17,94475.14
4.1,35469.68
7.5,73908.34
5.86,57769.43
7.29,74944.01
9.29,103225.24
3.56,37596.82
3.06,32490.78
5.37,55315.22
5.24,48453.55
5.24,50257.24
5.04,46649.86
7.07,62834.96
3.79,28848.22
5.28,47268.09
0.27,2297.23
9.96,87992.86
2.0,9408.07
4.38,45966.11
4.48,38736.24
2.91,31730.96
5.95,59271.98
7.14,71694.67
5.69,59550.08
3.41,30240.25
4.22,50148.08
3.78,36462.78
5.56,56670.63
7.25,67387.54
6.02,57555.14
4.01,42980.39
-0.35,-2660.88
4.26,49423.55
7.61,72913.56
4.51,45510.61
2.99,29447.52
5.58,58491.43
5.72,45923.92
3.43,40137.6
3.72,36551.26
5.27,52729.4
5.05,45813.36
2.09,19257.06
3.59,37172.57
6.0,61246.2
5.78,67910.92
8.12,79210.84
0.63,3187.56
3.98,38979.26
4.86,51660.87
2.78,30646.83
6.58,62981.06
5.17,49987.24
5.26,48604.18
4.15,48758.01
5.4,58443.84
7.22,74009.73
7.09,68355.92
5.42,55807.32
4.12,50996.93
4.66,53054.48
6.11,65038.56
4.01,46845.68
7.14,72464.22
3.88,39554.87
3.41,30770.41
7.34,75312.53
8.46,98245.1
7.66,88254.06
3.46,29259.71
4.8,64976.46
5.38,49952.6
7.82,84464.03
7.74,76392.03
6.92,77265.29
4.4,46201.76
3.56,35913.37
6.24,65057.57
2.37,19244.53
4.1,50688.07
4.55,49884.17
5.36,48557.4
1.2,8484.3
6.41,64552.68
7.58,84060.41
5.96,60347.4
3.91,42159.42
6.8,81375.35
6.16,74831.29
0.7,11138.89
5.22,48802.69
3.32,32157.61
4.05,34321.66
5.7,53786.63
4.46,42326.31
3.9,45361.98
4.14,45441.28
2.55,22047.7
5.71,56928.95
7.05,64690.2
7.28,75186.81
7.45,72802.22
2.02,20764.28
3.9,36425.9
1.61,24977.99
3.02,29374.6
2.09,25638.24
6.9,62920.87
6.35,58207.02
2.86,23190.75
6.29,66662.24
5.66,61908.79
4.28,41524.29
4.18,32309.96
5.15,52790.33
8.02,83277.82
4.84,45721.4
6.29,65596.46
3.01,28403.6
7.05,69338.07
5.94,63212.42
5.8,52213.69
7.01,69812.95
6.06,59034.7
5.72,55037.89
1.71,19032.14
2.44,22881.17
6.08,60710.69
8.11,74202.7
4.32,48201.91
3.04,25066.69
3.79,47850.71
7.85,80197.62
4.99,46458.39
3.62,41626.14
5.77,56525.81
5.97,71149.46
6.56,63734.84
7.53,75148.12
2.67,23784.32
1.48,21654.35
6.47,71913.99
1.16,10113.6
4.49,44951.55
7.83,73756.57
5.64,54031.87
4.11,38985.52
7.83,81962.03
4.72,37575.89
3.71,46309.9
3.02,32465.87
3.65,30330.67
7.13,66723.19
2.53,23440.6
5.63,60786.79
5.75,62121.52
10.08,100721.27
5.13,56599.91
3.03,35300.71
2.28,20561.09
3.74,39687.61
9.1,94467.66
4.41,48778.92
5.01,57123.63
4.53,46420.12
2.56,30346.09
4.29,55548.75
5.46,45665.06
2.99,44491.53
5.14,56960.77
8.98,89129.53
4.75,40567.36
0.5,6645.71
3.41,31119.32
5.65,57265.09
5.07,48784.85
6.45,60785.91
2.34,24093.74
6.41,72716.87
6.38,60673.99
6.94,64037.16
6.08,50273.94
5.37,51828.3
9.42,103696.56
6.51,69921.03
5.62,55471.56
3.69,40542.06
4.51,39179.97
4.84,49755.69
6.51,60000.97
5.01,51024.89
8.02,77023.63
3.94,35848.32
7.67,82770.61
5.06,45409.2
3.88,45725.41
-0.77,-1571.94
4.0,42115.72
2.95,36089.52
7.18,64501.73
5.33,57899.34
4.82,45025.39
5.53,49007.48
3.98,38150.08
5.22,46805.81
3.56,31879.61
4.19,38428.66
4.19,37371.23
4.13,43404.04
5.28,45838.13
3.22,37374.15
4.04,44488.2
1.61,24987.23
1.98,23530.4
5.24,46222.51
6.43,61789.02
3.09,34984.33
7.49,80272.03
5.08,52365.01
7.54,73117.08
5.62,64717.71
6.26,61188.15
6.08,69681.46
8.16,81911.67
6.02,66106.36
3.42,31038.41
7.16,76236.69
5.21,46816.03
4.61,38599.79
1.42,12459.7
4.12,40895.79
6.3,64176.22
7.26,80049.92
4.04,44409.88
3.69,26088.58
8.42,81278.5
3.45,37054.49
8.28,82412.89
2.71,32326.18
11.99,125825.56
5.55,66705.36
5.32,58945.24
5.68,55911.77
5.84,60260.03
3.37,31083.56
6.99,66803.73
3.42,33803.8
7.19,68253.57
3.96,36237.9
5.48,55521.04
0.59,2085.29
5.75,64235.54
2.84,19553.21
5.26,54055.48
5.63,58680.45
5.22,43092.24
5.41,55404.35
3.61,42449.42
3.95,35784.71
4.03,30022.02
3.93,52167.6
6.2,63610.28
4.21,47620.67
3.68,31037.91
5.84,61987.49
3.43,36645.22
6.08,50499.09
3.83,40979.69
6.06,63192.55
6.7,62710.28
6.82,60435.63
3.38,26516.69
5.53,51122.58
5.42,55518.51
6.13,71041.18
5.15,46015.75
2.21,21053.47
8.06,79917.72
3.01,26135.87
4.93,49150.0
2.01,21797.06
2.49,25262.52
5.8,58786.11
6.37,62665.87
4.92,53883.6
4.87,45259.19
7.3,67828.22
3.25,36735.3
6.67,67096.22
1.06,13698.58
6.6,67486.5
4.44,63111.14
5.7,57322.06
4.16,41186.82
6.86,74293.15
2.19,20292.12
1.29,17429.17
5.97,59621.85
8.96,92707.86
4.8,52515.96
7.34,74918.01
6.06,59930.12
8.25,78868.84
1.19,9739.76
0.64,12620.87
3.94,44745.29
2.95,16722.57
7.47,74209.18
6.87,70842.83
2.81,30414.63
7.1,67419.21
7.26,84238.94
5.13,50672.96
3.65,31805.95
6.12,61541.33
5.62,52606.08
5.6,62605.27
3.91,41940.48
6.69,67709.58
5.04,61200.62
4.83,46427.05
7.26,67679.34
4.44,36839.42
5.59,56025.95
6.32,63969.05
1.63,18242.74
3.74,35781.54
3.78,44146.79
1.72,23982.45
8.05,80400.74
2.99,27408.07
3.67,38949.93
4.27,38622.12
7.78,79921.53
3.91,36826.53
2.56,23838.41
8.77,86521.25
7.46,76714.57
1.11,8485.38
6.46,65150.67
2.92,33937.12
4.11,50560.63
6.37,58218.39
6.15,60901.23
8.91,85065.41
2.81,28779.45
1.35,366.62
6.75,67765.66
2.88,38538.6
3.83,42991.41
4.86,43592.35
1.94,15797.81
4.24,43192.24
6.27,73489.27
3.58,41895.14
6.99,71621.66
7.2,70603.6
5.6,59414.33
5.77,52936.87
7.43,74614.18
2.63,33753.12
7.33,76343.55
6.53,53685.93
6.1,60289.39
4.22,43158.99
6.23,61123.97
4.27,40269.69
1.66,14022.07
1.41,15962.08
5.39,56369.07
6.95,71040.08
7.0,63132.13
3.61,30280.81
7.02,73097.91
1.42,7863.23
5.49,52360.3
3.89,36947.09
7.04,66516.51
3.36,37495.98
2.86,32587.41
4.6,45495.24
4.64,47415.66
5.8,60526.01
7.34,70239.96
8.06,79836.94
6.22,73560.14
6.64,67679.21
4.49,45524.48
5.93,62974.01
3.43,35202.2
4.57,41787.68
4.85,41039.21
2.77,34500.39
3.48,32552.94
5.56,54902.27
6.9,76311.17
5.08,47409.47
5.01,54449.15
6.84,76379.74
4.05,34928.13
2.08,18387.55
3.92,39755.42
6.88,64257.63
7.52,75188.8
7.52,71206.3
3.02,26661.42
7.17,75684.96
7.2,83209.85
5.01,49375.54
8.88,89919.99
6.17,68684.38
3.46,34611.25
2.14,25301.09
7.93,83355.73
5.97,62023.3
6.25,62345.58
7.31,72497.57
2.41,23066.64
-0.1,-454.55
7.38,78468.26
4.89,51536.75
3.96,45033.14
3.91,44025.49
4.62,43726.21
7.44,68094.1
7.42,75996.4
5.32,44201.17
5.43,45690.93
5.56,58351.7
7.47,78802.47
8.15,87110.14
4.88,54741.08
3.25,35180.5
6.81,71952.4
3.88,41892.58
3.81,34504.11
4.39,41629.4
1.78,15276.72
3.01,34280.71
1.43,20524.35
7.02,76821.88
4.78,42949.22
4.79,46468.18
-0.06,1086.88
5.56,52193.29
4.02,42739.61
5.58,51103.67
5.57,56943.02
5.27,53659.84
2.64,24193.53
4.22,35222.28
5.63,59470.24
6.94,65126.65
6.67,67783.58
3.05,24835.55
3.16,28879.23
5.84,60304.63
5.51,52046.46
4.57,50563.4
5.75,56227.98
8.61,86672.71
8.13,83718.25
4.35,38122.55
6.65,65859.23
6.2,69644.64
6.21,69751.5
4.22,42969.59
5.3,49809.72
8.6,84115.82
4.89,41228.36
7.04,75781.58
5.29,57665.62
8.77,87937.01
4.26,47713.84
5.49,42214.57
5.05,48578.33
3.3,33914.38
7.65,80581.63
5.99,63355.53
4.35,56339.52
6.23,63860.56
2.49,18495.56
7.6,80447.74
5.03,48424.65
1.88,23290.71
3.49,32503.57
3.07,23351.18
6.5,60551.03
1.29,2018.23
4.77,51072.61
4.78,50217.05
5.53,58010.09
6.64,62570.25
3.75,39259.35
1.66,15833.37
4.71,38541.5
6.44,55922.56
3.8,36116.99
6.65,60768.78
2.18,25428.08
4.71,39107.61
2.9,27091.93
1.5,17372.39
3.47,36247.53
2.21,30035.68
5.63,54218.21
7.72,71407.86
6.19,62070.02
6.08,55135.65
5.38,49982.46
6.87,61691.47
0.83,7919.74
4.66,41264.61
3.47,37751.24
8.97,87819.26
4.48,37706.52
8.6,93029.82
3.52,43284.3
3.02,31672.81
7.24,61332.87
4.3,43724.13
3.41,29711.61
2.3,19185.81
3.23,29633.23
8.02,69351.75
6.88,73549.45
6.51,72744.1
3.3,29794.16
7.19,65566.9
7.59,70604.87
11.75,109798.32
7.36,79112.94
2.4,21443.69
7.4,73200.21
6.14,52686.63
5.45,55342.75
6.3,72706.8
7.35,70068.02
3.46,34886.19
9.22,93595.44
7.43,73699.42
3.22,31259.07
4.93,52763.79
8.7,91869.36
4.05,47241.53
4.47,46864.01
7.26,74468.87
6.96,76163.57
8.95,93383.67
8.08,76683.53
4.77,37175.11
3.49,43392.83
4.36,43305.92
3.6,31379.28
4.7,52021.91
6.73,50190.43
3.88,46415.59
5.16,58748.13
4.13,46108.23
4.99,56127.11
5.47,54115.48
4.44,41588.74
4.89,44629.21
2.48,19743.39
5.45,49334.54
5.05,62545.49
4.0,39089.72
2.63,34307.73
5.72,56456.94
6.55,70194.97
3.74,41293.86
4.04,42250.3
5.46,49307.27
6.08,60897.64
3.2,16816.68
3.73,32739.66
3.99,36380.05
9.71,87750.32
1.94,27981.51
3.45,30556.41
2.65,26128.26
5.07,55235.32
6.09,56057.05
4.81,46356.57
3.39,36241.13
7.25,67387.77
2.27,21024.24
3.69,42619.18
6.81,58619.26
4.17,49355.03
4.53,35911.51
5.25,48003.42
7.8,81765.93
0.72,7552.37
5.35,59327.64
7.6,74458.49
2.3,20761.37
6.56,72573.49
7.16,70026.7
4.08,39521.76
-0.84,-5354.31
4.47,39650.48
5.52,49961.32
-0.48,2165.72
5.6,57277.63
7.61,82901.31
2.86,29868.32
2.73,28393.04
6.09,64009.59
3.28,35098.45
5.71,60860.64
3.65,31429.74
2.82,19044.44
5.17,48540.42
4.91,51447.19
6.12,52852.86
3.98,43979.51
5.87,64404.21
6.81,67223.93
6.2,66849.38
3.34,26550.6
3.78,30628.47
4.94,39309.94
3.61,32971.16
4.17,39543.33
2.4,22057.78
5.4,47208.9
5.5,53966.84
5.2,49694.4
4.25,41762.83
5.12,50769.95
6.36,57127.83
5.56,58717.51
7.51,78662.77
6.4,67257.89
6.15,60083.42
2.31,18825.82
4.32,43366.14
4.52,51059.9
5.74,62582.93
4.11,47386.7
8.76,83096.99
2.83,29778.98
4.07,38605.12
1.57,20384.11
6.53,66099.12
6.5,62289.59
2.87,15139.77
6.76,68598.89
3.91,47090.64
10.11,96774.84
4.77,46740.38
4.19,43417.71
6.28,58804.66
1.15,14072.79
7.06,73307.28
7.72,72040.21
9.46,98692.18
6.37,60620.25
3.38,32994.78
3.3,35591.75
6.12,62435.63
4.76,46015.6
6.55,70433.39
4.66,50172.61
3.54,28961.41
5.78,50271.27
4.24,40626.04
5.11,50354.71
-0.05,-2603.61
0.97,14905.71
7.28,72913.43
5.4,57665.29
4.57,49421.84
2.71,30411.97
10.97,103682.3
4.4,41873.5
5.64,46294.18
8.01,75807.64
1.96,13437.55
7.8,86904.92
1.76,16025.08
4.54,48370.73
5.19,56625.56
6.92,62472.5
